tweet_id,created_at,date,user_location,user_name,source,retweeted,type,retweet_count,hashtags,full_text,tweet,lat,lon,localization
348872761176903680,2013-06-23 18:38:42+00:00,2013-06-23,"Calgary, Alberta, Canada",cailynnk,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,"['#abflood', '#yeg']","Local state of emergency remains for Devon. Follow<br>EJ reporter @alexem, he'll be at 1pm media<br>briefing in Devon. #abflood #yeg","Local state of emergency remains for Devon. Follow EJ reporter @alexem, he'll be at 1pm media briefing in Devon. #abflood #yeg",49.5118524982274,-114.44386134186117,Registered user location
348521778588561408,2013-06-22 19:24:01+00:00,2013-06-22,"Edmonton, Alberta, Canada",MapleAnglican,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,Tweet,0.0,[],RT @presbyterchris: Prayers for those in Calgary<br>displaced by the flooding.,RT @presbyterchris: Prayers for those in Calgary displaced by the flooding.,49.983464345789464,-112.75107745048811,Geoparsed from Tweet
348338969500585984,2013-06-22 07:17:36+00:00,2013-06-22,USA,SubieGuy07,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,Tweet,0.0,"['#yyc', '#yycflood']",RT @shawn_calgary: Comparison of the Calgary city<br>lights - before and after.  http://t.co/b6fj6UuBqn<br>#yyc #yycflood,RT @shawn_calgary: Comparison of the Calgary city lights - before and after.  http://t.co/b6fj6UuBqn  #yyc #yycflood,50.79633679308867,-114.45565312267198,Geoparsed from Tweet
348431735807152128,2013-06-22 13:26:14+00:00,2013-06-22,Calgary,ampcalgary,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,"['#calgarystrong', '#yycflood']",Downtown likely to be dark again tonight. Share if<br>you think we should light the tower to show we are<br>#calgarystrong #yycflood,Downtown likely to be dark again tonight. Share if you think we should light the tower to show we are #calgarystrong #yycflood,51.64899239613649,-114.3541725657859,Registered user location
348520028523618304,2013-06-22 19:17:04+00:00,2013-06-22,"Toronto ON, Canada",JaysNation_,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,['#JaysNation'],. @BlueJays fans @greggzaun raising money for the<br>flood victims in Calgary today at the Blackberry<br>Broadcast Studio. Section 134 #JaysNation,. @BlueJays fans @greggzaun raising money for the flood victims in Calgary today at the Blackberry Broadcast Studio. Section 134 #JaysNation,52.03010143444743,-113.31527722876456,Geoparsed from Tweet
348992824563347457,2013-06-24 02:35:48+00:00,2013-06-24,"Calgary, Canada ",MichelleRempel,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",False,Tweet,0.0,"['#yyc', '#yyccc', '#yycflood']",RT @aldjohnmar: due to the State-of-Emergency Blue<br>cart collection suspended in all Calgary<br>communities #yyc #yyccc #yycflood,RT @aldjohnmar: due to the State-of-Emergency Blue cart collection suspended in all Calgary communities #yyc #yyccc #yycflood,52.14525048949976,-114.12415749850003,Geoparsed from Tweet
348644937270693888,2013-06-23 03:33:25+00:00,2013-06-23,Miami,charlestrotter,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,Tweet,0.0,['#TV'],AMC's HELL ON WHEELS halts production due to<br>flooding of Calgary set; Season 3 premiere pushed<br>back to Aug. 10: http://t.co/kb4IZMILLt #TV,AMC's HELL ON WHEELS halts production due to flooding of Calgary set; Season 3 premiere pushed back to Aug. 10: http://t.co/kb4IZMILLt #TV,52.47584618097672,-115.47722895682546,Geoparsed from Tweet
349964003663028224,2013-06-26 18:54:55+00:00,2013-06-26,"Calgary, Alberta",dempsterCBC,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,Tweet,0.0,['#abflood'],"High River mayor says main lift station is<br>operational...not all, but sewage problem<br>improving. # #abflood","High River mayor says main lift station is operational...not all, but sewage problem improving. # #abflood",49.573059837913,-114.28924993030941,Registered user location
348885388368162816,2013-06-23 19:28:53+00:00,2013-06-23,Calgary,thegarypowers,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,Retweet,2.0,"['#yyc', '#yycflood']",RT @Crackmacs: The current state of Macleod trail<br>beside the Stampede grounds http://t.co/rDwvzgWXyO<br>#yyc #yycflood,RT @Crackmacs: The current state of Macleod trail beside the Stampede grounds http://t.co/rDwvzgWXyO #yyc #yycflood,52.099354687821794,-113.45286383776266,Registered user location
349549374403129347,2013-06-25 15:27:19+00:00,2013-06-25,"Calgary, Alberta",eatnaaco,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,"['#cleanup', '#yycflood']",We are busy today but are able to come serve<br>dinner! Let us know where we are needed :)<br>#cleanup #yycflood,We are busy today but are able to come serve dinner! Let us know where we are needed :) #cleanup #yycflood,50.70019284036086,-115.65963150622328,Registered user location
350704951711899648,2013-06-28 19:59:10+00:00,2013-06-28,"Calgary, Alberta",BowValley,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,Tweet,0.0,['#yycflood'],"RT @SunDaveDormer: Bow Valley College announces<br>downtown campuses will not open July 2 as planned,<br>closed until further notice. #yycflood @…","RT @SunDaveDormer: Bow Valley College announces downtown campuses will not open July 2 as planned, closed until further notice. #yycflood @…",50.9172987314331,-113.46342374738528,Registered user location
348398961675083776,2013-06-22 11:16:00+00:00,2013-06-22,"Calgary, Alberta, Canada",biowinegirl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,Tweet,0.0,['#yycflood'],@MarinaGiacomin My apartment is directly behind<br>that camper. Thank youfor this photo. How are<br>current water levels? How is ur home?#yycflood,@MarinaGiacomin My apartment is directly behind that camper. Thank youfor this photo. How are current water levels? How is ur home?#yycflood,49.52259304581357,-113.39068312880077,Registered user location
350384421989392385,2013-06-27 22:45:30+00:00,2013-06-27,"Calgary, AB",donnita_b,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,Tweet,0.0,"['#OMGP', '#yycflood']",RT @katewmak: Brett Wilson of dragon's den will<br>donate $1 to $50k max if you retweet #OMGP for the<br>#yycflood,RT @katewmak: Brett Wilson of dragon's den will donate $1 to $50k max if you retweet #OMGP for the #yycflood,50.26159281347588,-114.15524617415343,Registered user location
351032522127323137,2013-06-29 17:40:49+00:00,2013-06-29,"Calgary, AB Canada",endeavorarts,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,Tweet,0.0,['#yycflood'],"Come by gallery, main lvl to get your @floodshirts<br>then go to @tastecalgary for a Floody McNenshi<br>http://t.co/gxwmK2bn0W #yycflood","Come by gallery, main lvl to get your @floodshirts then go to @tastecalgary for a Floody McNenshi http://t.co/gxwmK2bn0W #yycflood",50.55187579979734,-114.962206671361,Registered user location
348225179215876096,2013-06-21 23:45:27+00:00,2013-06-21,"Saskatoon, SK",UofSFitCentre,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",False,Tweet,0.0,"['#BeSafe', '#StayDry']",We can't believe all the flooding that is<br>happening in Calgary! http://t.co/jQbaAq86y5<br>@nationalpost @usask #BeSafe #StayDry,We can't believe all the flooding that is happening in Calgary! http://t.co/jQbaAq86y5  @nationalpost @usask #BeSafe #StayDry,49.91504116499408,-114.73992249479964,Geoparsed from Tweet
348240136963756032,2013-06-22 00:44:53+00:00,2013-06-22,"Calgary, opensim, Second Life",chippoutine,"<a href=""http://www.apple.com"" rel=""nofollow"">Safari on iOS</a>",False,Tweet,0.0,['#yycflood'],"Insurance doesn't cover overland flooding-How does<br>that Act of God thing work for atheists, again?<br>#yycflood http://t.co/jd4dFHNhAB","Insurance doesn't cover overland flooding-How does that Act of God thing work for atheists, again? #yycflood http://t.co/jd4dFHNhAB",52.32187416054388,-114.0725167061347,Registered user location
351808413128327170,2013-07-01 21:03:56+00:00,2013-07-01,"Toronto, ON",ygeekquinox,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",False,Tweet,0.0,"['#Calgary', '#abflood', '#ISS', '#NASA']",Space station ‘disaster cam’ captures views of<br>flooded #Calgary from orbit http://t.co/UndOediutX<br>#abflood #ISS #NASA,Space station ‘disaster cam’ captures views of flooded #Calgary from orbit http://t.co/UndOediutX #abflood #ISS #NASA,50.20081862664892,-114.25910858578672,Geoparsed from Tweet
349689543412293632,2013-06-26 00:44:18+00:00,2013-06-26,Edmonton/Ottawa,KalenAnderson,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,Tweet,0.0,"['#yeg', '#yycflood']",Very proud of my fellow municipal civil servants<br>for providing their help to our sister-city<br>Calgary in this time of need #yeg #yycflood,Very proud of my fellow municipal civil servants for providing their help to our sister-city Calgary in this time of need #yeg #yycflood,53.230532843322756,-114.03226664403716,Geoparsed from Tweet
350327476163059713,2013-06-27 18:59:13+00:00,2013-06-27,YYC,keltie_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,Retweet,4.0,[],RT @ShelKenn: Its official calgary flames are<br>donating 1million dollars to @redcrosscanada for<br>flood relief.,RT @ShelKenn: Its official calgary flames are donating 1million dollars to @redcrosscanada for flood relief.,51.105794008055646,-113.48973927097803,Geoparsed from Tweet
351126445743034368,2013-06-29 23:54:03+00:00,2013-06-29,Calgary AB,QuarryParkChiro,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,Tweet,0.0,['#yycflood'],Awesome day treating volunteers!  Treated<br>Canadians from across the country who have come to<br>help. #yycflood @nenshi http://t.co/SGAzGIvd59,Awesome day treating volunteers!  Treated Canadians from across the country who have come to help. #yycflood @nenshi http://t.co/SGAzGIvd59,51.28982147509634,-114.23250562011503,Registered user location
350135579305975809,2013-06-27 06:16:41+00:00,2013-06-27,"Calgary, Alberta",SueHomik,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,['#yycflood'],"RT @zoeyscloset: “@harry_historian: Flood news<br>from @calgaryherald, June 26, 1915—98 years ago<br>this week. http://t.co/EMSmYTc7tx #yycflood …","RT @zoeyscloset: “@harry_historian: Flood news from @calgaryherald, June 26, 1915—98 years ago this week. http://t.co/EMSmYTc7tx #yycflood …",49.296357940045304,-112.99218907930128,Registered user location
348177832104574976,2013-06-21 20:37:18+00:00,2013-06-21,"Calgary, AB",ryan_foisy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,Retweet,3.0,"['#abflood', '#yycflood']",RT @EdmontonOilers: Our thoughts &amp; prayers are<br>with all those affected by #abflood #yycflood<br>including our extended hockey family with the …,RT @EdmontonOilers: Our thoughts &amp; prayers are with all those affected by #abflood #yycflood including our extended hockey family with the …,53.20603354933809,-114.12675651973773,Registered user location
348563954202710016,2013-06-22 22:11:37+00:00,2013-06-22,"Calgary, Alberta",jchapman04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,Tweet,0.0,['#abflood'],RT @Mookalicious: The Calgary Stampede's answer to<br>whether or not they will proceed this year?!<br>#abflood http://t.co/OZFoudEjvY,RT @Mookalicious: The Calgary Stampede's answer to whether or not they will proceed this year?! #abflood http://t.co/OZFoudEjvY,51.16144289749179,-113.31862369535055,Registered user location
348288553886830593,2013-06-22 03:57:16+00:00,2013-06-22,"Calgary, Alberta, Canada",RicMcIver,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",False,Tweet,0.0,['#abflood'],I was so impressed by the team assembled in High<br>River to deal with #abflood. Professionals &amp;<br>volunteers in unison for a great common cause!,I was so impressed by the team assembled in High River to deal with #abflood. Professionals &amp; volunteers in unison for a great common cause!,50.94326361254517,-113.62845350688423,Registered user location
348803779983966208,2013-06-23 14:04:36+00:00,2013-06-23,Calgary,Director_Coil,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",False,Tweet,0.0,"['#yycflood', '#yyc']",RT @CstShaw: You can lead a policeman to water…and<br>he’ll likely wash his car and take a drink at the<br>same time! #yycflood #yyc http://t.co/…,RT @CstShaw: You can lead a policeman to water…and he’ll likely wash his car and take a drink at the same time! #yycflood #yyc http://t.co/…,52.080500322206056,-113.73234431589775,Registered user location
348308326112694272,2013-06-22 05:15:50+00:00,2013-06-22,"Edmonton, Alberta, Canada",Edmontonsun,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,[],Calgary evacuees on 'pins and needles' as flooding<br>continues http://t.co/hQWv4OKf7c via<br>@SUNNadiaMoharib,Calgary evacuees on 'pins and needles' as flooding continues http://t.co/hQWv4OKf7c via @SUNNadiaMoharib,49.781381115346534,-112.77979833816559,Geoparsed from Tweet
348312505199755264,2013-06-22 05:32:27+00:00,2013-06-22,"Calgary, Alberta",GibbyGirlToo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",False,Tweet,0.0,['#yycflood'],RT @yycARTS: MT @jzarts: Epcor Centre flooded -<br>incredible staff salvaged everything - long day!<br>http://t.co/vTtevzl2pc #yycflood,RT @yycARTS: MT @jzarts: Epcor Centre flooded - incredible staff salvaged everything - long day! http://t.co/vTtevzl2pc #yycflood,53.963402895350576,-115.32456587793877,Registered user location
348265788496556034,2013-06-22 02:26:49+00:00,2013-06-22,"Calgary, AB",madeline014,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,Tweet,0.0,['#yycflood'],"RT @660News: Chief Hanson ""given the challenges<br>we've faced, its amazing how we've come together<br>as a city #yycflood","RT @660News: Chief Hanson ""given the challenges we've faced, its amazing how we've come together as a city #yycflood",50.52088327245066,-111.94648121907285,Registered user location
349882397396975617,2013-06-26 13:30:38+00:00,2013-06-26,Calgary,steph_soko,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,Tweet,0.0,"['#yyc', '#yycflood']",RT @cityofcalgary: Community Support Centres open<br>today from 9 a.m. - 10 p.m. Details at:<br>http://t.co/R8zwJ7liG8 #yyc #yycflood,RT @cityofcalgary: Community Support Centres open today from 9 a.m. - 10 p.m. Details at: http://t.co/R8zwJ7liG8 #yyc #yycflood,50.37592234402159,-115.5829722620772,Registered user location
349061128141291520,2013-06-24 07:07:12+00:00,2013-06-24,,JaelynP,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,Tweet,0.0,[],RT @Curlyshaw: Anyone who even thinks that our<br>river flooding some trails is even remotely<br>comparable to Calgary needs to rethink their lif…,RT @Curlyshaw: Anyone who even thinks that our river flooding some trails is even remotely comparable to Calgary needs to rethink their lif…,50.535738402802345,-114.42982906194703,Geoparsed from Tweet
348511711843713024,2013-06-22 18:44:01+00:00,2013-06-22,"Planet Zontar (Edmonton, AB)",colbycosh,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",True,Retweet,2.0,['#cdnpoli'],RT @RobertFife: Conservatives postpone next<br>weekend's convention in Calgary because of flood<br>waters #cdnpoli,RT @RobertFife: Conservatives postpone next weekend's convention in Calgary because of flood waters #cdnpoli,51.029043474150306,-113.2792289464482,Geoparsed from Tweet
350226763470749696,2013-06-27 12:19:01+00:00,2013-06-27,Saskatoon,LeishaCBC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,"['#wearyourmask', '#yycflood']","RT @wick_22: Alright Calgary, another big day to<br>make a dent! All hands on deck, but be safe and<br>smart. #wearyourmask #yycflood","RT @wick_22: Alright Calgary, another big day to make a dent! All hands on deck, but be safe and smart. #wearyourmask #yycflood",51.21900124922546,-113.84771476609603,Geoparsed from Tweet
350006837321560064,2013-06-26 21:45:07+00:00,2013-06-26,Calgary,CBCBryan,"<a href=""http://www.apple.com"" rel=""nofollow"">Camera on iOS</a>",False,Tweet,0.0,"['#yyc', '#abflood']",Scrum with reporters in #yyc #abflood Menzies says<br>some residents in High River can go home within<br>days # http://t.co/InpiOZGluB,Scrum with reporters in #yyc #abflood Menzies says some residents in High River can go home within days # http://t.co/InpiOZGluB,51.75497012242765,-112.66474817267567,Registered user location
348236158087598081,2013-06-22 00:29:04+00:00,2013-06-22,"Calgary, Alberta",DSolberg,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,Tweet,0.0,"['#yycflood', '#rogers']",RT@Genevieves: Rogers/Fido customers: make a $5<br>donation to help those in the affected regions by<br>texting “ABHELP” to 4664 #yycflood #rogers,RT@Genevieves: Rogers/Fido customers: make a $5 donation to help those in the affected regions by texting “ABHELP” to 4664 #yycflood #rogers,50.821403185744565,-112.2519670511448,Registered user location
350723069410676739,2013-06-28 21:11:10+00:00,2013-06-28,"Calgary, AB Canada",deannajager,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,['#yycflood'],Video: Time-lapse camera captures flooding in<br>downtown Calgary http://t.co/mIIXsrfkh1 #yycflood,Video: Time-lapse camera captures flooding in downtown Calgary http://t.co/mIIXsrfkh1 #yycflood,51.312212692366096,-114.56265302716812,Geoparsed from Tweet
348844326589177856,2013-06-23 16:45:43+00:00,2013-06-23,Calgary,HarleyShuster,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",True,Retweet,2.0,['#yycflood'],"RT @Metro_Nolais: If water in basement above any<br>electrical outlet, leave immediately #yycflood","RT @Metro_Nolais: If water in basement above any electrical outlet, leave immediately #yycflood",52.12718337104843,-115.826925389628,Registered user location
348473845100982273,2013-06-22 16:13:33+00:00,2013-06-22,"Calgary, AB",kasiacubed,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,"['#abflood', '#yyc']",RT @googlecanada: Steps to embed the Crisis<br>Response Map for #abflood #yyc here:<br>http://t.co/DXfene5wBy,RT @googlecanada: Steps to embed the Crisis Response Map for #abflood #yyc here: http://t.co/DXfene5wBy,52.590950583863545,-113.91502452023994,Registered user location
349396831312158720,2013-06-25 05:21:10+00:00,2013-06-25,"Calgary, Alberta, Canada",Jazzhounds,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,Tweet,0.0,"['#wow', '#yychero', '#yycflood']",RT @mitchrokosh: Guy at work bought 4 brand new<br>pumps and dropped them off at the city. #wow<br>#yychero #yycflood @nenshi,RT @mitchrokosh: Guy at work bought 4 brand new pumps and dropped them off at the city. #wow #yychero #yycflood @nenshi,52.044845898226846,-115.32030912074413,Registered user location
350276788825497600,2013-06-27 15:37:48+00:00,2013-06-27,Calgary,cheriyyc,"<a href=""https://twitterrific.com/ios"" rel=""nofollow"">Twitterrific for iOS</a>",False,Tweet,0.0,['#yycflood'],"Much more help needed in #yycflood neighbourhoods<br>in coming days. If you can help, pick one you can<br>get to by Ctrain or bike or carpool. Go!","Much more help needed in #yycflood neighbourhoods in coming days. If you can help, pick one you can get to by Ctrain or bike or carpool. Go!",50.42476155947898,-116.7139515350588,Registered user location
348974217078915073,2013-06-24 01:21:51+00:00,2013-06-24,"Calgary, Alberta",ShirleySrmack,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,Tweet,0.0,"['#inglewoodyyc', '#yycflood']",RT @heatherilsley: Unreal RT @pagehanify: This is<br>how 8th Avenue #inglewoodyyc compares with the<br>outdated Google Earth images. #yycflood ht…,RT @heatherilsley: Unreal RT @pagehanify: This is how 8th Avenue #inglewoodyyc compares with the outdated Google Earth images. #yycflood ht…,50.686613630589434,-114.94423825321047,Registered user location
348196487219511296,2013-06-21 21:51:26+00:00,2013-06-21,"FB, IG, TikTok - also 🇨🇦",ShonnaTheWhite,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,Tweet,0.0,[],"@LovelessTrainer I'm good thank you. I live up on<br>the highest point in Calgary, so we're far away<br>from the flooding. :)","@LovelessTrainer I'm good thank you. I live up on the highest point in Calgary, so we're far away from the flooding. :)",50.98561996983756,-113.33768074175774,Geoparsed from Tweet
348425228369674242,2013-06-22 13:00:22+00:00,2013-06-22,"Calgary, Alberta",Shaytasticbooks,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,Tweet,0.0,['#abflood'],RT @JodiJodiSmith: Incredible @Mookalicious: This<br>pic of an awesome firefighter in Mission needs to<br>go viral.  Please share! #abflood http:…,RT @JodiJodiSmith: Incredible @Mookalicious: This pic of an awesome firefighter in Mission needs to go viral.  Please share! #abflood http:…,51.19063895467648,-114.3093746271257,Registered user location
348884344431050752,2013-06-23 19:24:44+00:00,2013-06-23,Calgary,spooningforking,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,Retweet,2.0,['#yycflood'],"RT @DruhFarrell: Roads are jammed. With so many<br>closures in place, please stay home if you don't<br>need to travel. #yycflood","RT @DruhFarrell: Roads are jammed. With so many closures in place, please stay home if you don't need to travel. #yycflood",49.515145753363086,-113.26468444873528,Registered user location
348407276123586560,2013-06-22 11:49:02+00:00,2013-06-22,"Pointe-Claire, Québec",windsorsalt,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,Tweet,0.0,"['#calgarystrong', '#calgaryflood', '#yycflood']","This morning, are thoughts are with the great<br>people of Calgary. #calgarystrong #calgaryflood<br>#yycflood","This morning, are thoughts are with the great people of Calgary. #calgarystrong #calgaryflood #yycflood",53.11028044629764,-113.58583571446846,Geoparsed from Tweet
348468314147786752,2013-06-22 15:51:34+00:00,2013-06-22,"Calgary, Alberta",CalgaryNewsNow,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,Tweet,0.0,"['#YYCFLOOD', '#Pictures', '#Video', '#YYC', '#ABFlood']","RT @lisaostrikoff: SATURDAY MORNING UPDATE<br>#YYCFLOOD NEW #Pictures #Video ~&gt;<br>http://t.co/uZzfQ80SdB Stay safe + strong, #YYC!<br>#ABFlood","RT @lisaostrikoff: SATURDAY MORNING UPDATE #YYCFLOOD NEW #Pictures #Video ~&gt; http://t.co/uZzfQ80SdB Stay safe + strong, #YYC! #ABFlood",52.3925610273192,-113.7417838431303,Registered user location
